COUNTRY,UNIT,FREQUENCY,INDICATOR,TIME_PERIOD,OBS_VALUE,DATA SOURCES,OBS_COMMENTS,DATA STATUS,DATA CONFIDENTIALITY
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2018-12,100.51,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2019-01,101.23,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2019-02,101.22,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2019-03,101.07,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2019-04,100.98,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2019-05,101.01,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2019-06,100.74,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2019-07,100.8,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2019-08,100.74,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2019-09,100.78,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2019-10,100.93,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2019-11,101.13,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2019-12,100.87,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2020-01,102.53,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2020-02,101.61,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2020-03,101.81,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2020-04,102,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2020-05,102.07,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2020-06,102.22,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2020-07,113.37,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2020-08,113.87,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2020-09,114.22,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2020-10,114.3,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2020-11,114.57,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2020-12,114.72,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2021-01,114.83,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2021-02,114.98,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2021-03,115.13,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2021-04,115.4,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2021-05,115.62,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2021-06,114.84,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2021-07,114.69,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2021-08,114.53,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2021-09,114.61,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2021-10,114.72,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2021-11,114.73,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2021-12,114.82,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2022-01,114.82,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2022-02,114.74,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2022-03,114.75,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2022-04,114.78,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2022-05,114.77,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2022-06,114.77,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2022-07,114.84,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2022-08,114.89,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2022-09,114.99,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2022-10,114.94,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2022-11,114.86,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2022-12,114.86,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2023-01,114.86,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2023-02,114.91,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2023-03,114.99,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2023-04,114.93,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2023-05,114.89,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2023-06,114.89,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2023-07,114.93,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2023-08,114.95,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2023-09,115.1,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2023-10,114.99,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2023-11,115.07,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2023-12,115.12,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2024-01,114.27,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2024-02,113.82,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2024-03,113.74,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2024-04,113.71,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2024-05,113.68,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2024-06,113.41,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2024-07,113.52,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2024-08,113.47,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2024-09,113.38,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2024-10,113.37,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2024-11,113.43,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2024-12,113.43,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2025-01,113.76,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2025-02,113.79,,,,
Saudi Arabia,Index,Monthly,"""Alcoholic beverages, tobacco and narcotics""",2025-03,113.8,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2015-01,108.51,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2015-02,108.86,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2015-03,108.98,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2015-04,109.16,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2015-05,109.03,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2015-06,109.31,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2015-07,110.02,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2015-08,109.95,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2015-09,110.63,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2015-10,111.04,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2015-11,110.95,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2015-12,110.89,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2016-01,110.97,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2016-02,111.26,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2016-03,111.02,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2016-04,111.04,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2016-05,110.72,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2016-06,111.87,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2016-07,111.51,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2016-08,110.49,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2016-09,111.2,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2016-10,110.73,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2016-11,110.01,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2016-12,109.42,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2017-01,109,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2017-02,109.12,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2017-03,109.03,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2017-04,109.2,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2017-05,108.76,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2017-06,108.99,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2017-07,108.99,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2017-08,108.99,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2017-09,106.8,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2017-10,104.72,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2017-11,104.1,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2017-12,102.72,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2018-01,100.52,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2018-02,101.05,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2018-03,101.14,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2018-04,100.24,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2018-05,99.81,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2018-06,100.51,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2018-07,100.09,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2018-08,99.76,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2018-09,99.85,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2018-10,99.3,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2018-11,98.87,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2018-12,98.86,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2019-01,97.58,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2019-02,97.62,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2019-03,98.01,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2019-04,98.11,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2019-05,99.42,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2019-06,99.09,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2019-07,99.04,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2019-08,99.75,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2019-09,98.65,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2019-10,98.61,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2019-11,98.83,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2019-12,98.44,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2020-01,98.13,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2020-02,97.96,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2020-03,98.35,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2020-04,98.34,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2020-05,98.57,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2020-06,98.02,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2020-07,104.53,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2020-08,105.05,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2020-09,104.62,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2020-10,104.91,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2020-11,104.77,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2020-12,104.47,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2021-01,104.14,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2021-02,104.05,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2021-03,103.83,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2021-04,104.06,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2021-05,104.34,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2021-06,103.97,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2021-07,104.19,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2021-08,103.86,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2021-09,103.1,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2021-10,103.21,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2021-11,102.92,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2021-12,102.82,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2022-01,102.25,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2022-02,102.56,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2022-03,102.62,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2022-04,103.33,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2022-05,102.58,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2022-06,102.67,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2022-07,102.98,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2022-08,102.89,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2022-09,102.08,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2022-10,101.92,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2022-11,101.6,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2022-12,101.39,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2023-01,100.66,,,,
Saudi Arabia,Index,Monthly,Clothing and footwear,2023-02,100.32,,,,
